country,designation,points,price,province,region_1,region_2,variety,winery
US,Eberle Estate Vineyard,86,22,California,Paso Robles,Central Coast,Chardonnay,Eberle
Spain,,86,19,Northern Spain,Rueda,,Verdejo,De Alberto
US,,86,15,Oregon,Rogue Valley,Southern Oregon,Rosé,Del Rio
Spain,Mas Elena Merlot-Cabernet Franc-Cabernet Sauvignon,86,22,Catalonia,Penedès,,Bordeaux-style Red Blend,Parés Baltà
France,Vade Retro,86,18,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Dauvergne & Ranvier
France,,86,25,Rhône Valley,Tavel,,Rosé,Prieuré de Montézargues
France,,86,12,Rhône Valley,Costières de Nîmes,,Rosé,Château Grande Cassagne
Chile,Reserva Oak Barrel Aged,86,10,Maule Valley,,,Merlot,Balduzzi
Italy,Ferraiolo,86,40,Tuscany,Toscana,,Red Blend,Agricoltori del Chianti Geografico
Spain,Legado del Fraile,86,15,Galicia,Rías Baixas,,Albariño,Bodegas Aquitania
Spain,Vendimia Seleccionada Blanco,86,12,Northern Spain,Rioja,,Viura,Bodegas Muriel
US,,86,28,Oregon,Rogue Valley,Southern Oregon,Merlot,Del Rio
US,,86,17,California,Alexander Valley,Sonoma,Merlot,Chelsea Goldschmidt
Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,17,Colchagua Valley,,,Sauvignon Blanc,Concha y Toro
Portugal,,86,,Tejo,,,Alvarinho,Casal do Conde
Italy,,86,12,Tuscany,Toscana,,Sangiovese,Cecchi
France,Eichberg Grand Cru,93,48,Alsace,Alsace,,Gewürztraminer,Domaine Zinck
Italy,Duca Enrico,93,70,Sicily & Sardinia,Sicilia,,Nero d'Avola,Duca di Salaparuta
France,Pfersigberg Grand Cru,93,59,Alsace,Alsace,,Gewürztraminer,Emile Beyer
Portugal,Quinta de Roêda Vintage,93,48,Port,,,Port,Croft
US,Bloom's Field,93,70,California,Sta. Rita Hills,Central Coast,Pinot Noir,Domaine de la Cote
US,Selleck Vineyard,93,84,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
Germany,Brauneberger Juffer Sonnenuhr Trocken GG,93,56,Mosel,,,Riesling,Fritz Haag
US,Annaté V,93,65,California,Paso Robles,Central Coast,Red Blend,Falcone
US,Kathryn Hall,93,135,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
US,Timber Crest Vineyard,93,32,California,Dry Creek Valley,Sonoma,Zinfandel,Kokomo
US,Simone,93,20,California,Paso Robles,Central Coast,Red Blend,McClean
US,Jacob-Hart Estate Vineyard,93,65,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
Italy,Contrada S,93,67,Sicily & Sardinia,Terre Siciliane,,Nerello Mascalese,Passopisciaro
Argentina,Black Tears,93,65,Mendoza Province,Mendoza,,Malbec,Tapiz
Italy,Calderara Sottana Rosso,93,40,Sicily & Sardinia,Etna,,Red Blend,Tenuta delle Terre Nere
US,Sangiacomo Vineyard,93,45,California,Carneros,Napa-Sonoma,Chardonnay,Acacia
US,Basalt Block,93,48,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Brittan Vineyards
France,Hatschbourg Grand Cru Trésor des Seigneurs,93,40,Alsace,Alsace,,Pinot Gris,Joseph Cattin
France,Pfersigberg Grand Cru,93,59,Alsace,Alsace,,Gewürztraminer,Kuentz-Bas
US,Founders' Selection,93,100,Oregon,McMinnville,Willamette Valley,Pinot Noir,Hyland
US,Gist Ranch Estate,93,55,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Lexington
US,Bollo,93,60,California,Paso Robles,Central Coast,Nebbiolo,Lone Madrone
US,Sheep Camp,93,45,California,Paso Robles,Central Coast,Zinfandel,Lone Madrone
France,Pfersigberg Grand Cru,93,44,Alsace,Alsace,,Gewürztraminer,Domaine Barmès-Buecher
France,Furstentum Grand Cru,93,45,Alsace,Alsace,,Pinot Gris,Domaine Bott-Geyl
France,Seppi Landmann Zinnkoepflé Grand Cru Vendanges Tardives,93,78,Alsace,Alsace,,Gewürztraminer,Domaine Rieflé-Landmann
France,Rangen de Thann Grand Cru Clos Saint-Théobald ,93,53,Alsace,Alsace,,Pinot Gris,Domaine Schoffit
US,,93,110,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Tanner DaFoe
Italy,Treterre Rosso,93,40,Sicily & Sardinia,Etna,,Nerello Mascalese,Wiegner
US,,93,42,California,Sonoma County,Sonoma,Viognier,Pride Mountain
Italy,,90,20,Southern Italy,Greco di Tufo,,Greco,Vesevo
US,Winemaker's Reserve Estate,90,98,California,Russian River Valley,Sonoma,Cabernet Sauvignon,Viszlay Vineyards
US,Sparkling Rosé,90,45,New York,North Fork of Long Island,Long Island,Sparkling Blend,Bedell
Austria,Pure,90,15,Burgenland,,,St. Laurent,Artisan Wines DI Franz Scheider
US,Leveroni Vineyard,90,32,California,Carneros,Napa-Sonoma,Chardonnay,August Briggs
US,,90,28,California,Central Coast,,Cabernet Sauvignon,Brander
US,Arpad's Selection,90,38,California,Sonoma Valley,Sonoma,Zinfandel,Buena Vista
France,Château la Vieille Eglise,90,15,Southwest France,Côtes du Marmandais,,Bordeaux-style Red Blend,Cave du Marmandais
New Zealand,Bannockburn,90,22,Central Otago,,,Riesling,Carrick
New Zealand,Te Muna Road,90,30,Martinborough,,,Pinot Noir,Big Sky
US,,90,17,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Dr. Konstantin Frank
US,Little Lotus Flower,90,22,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Damiani
New Zealand,,90,15,Marlborough,,,Sauvignon Blanc,Greyrock
New Zealand,,90,24,Kumeu,,,Pinot Gris,Kumeu River
New Zealand,,90,35,Martinborough,,,Pinot Noir,Palliser Estate
Spain,Crianza,90,25,Northern Spain,Ribera del Duero,,Tempranillo,12 Linajes
France,,90,22,Provence,Côtes de Provence Sainte-Victoire,,Provence red blend,Château Grand Boise
France,Rosé de Léoube,90,25,Provence,Côtes de Provence,,Rosé,Château Léoube
France,Cuvée R,90,25,Provence,Côtes de Provence,,Rosé,Château Roquefeuille
France,Cuvée la Chapelle de Sainte Roseline,90,35,Provence,Côtes de Provence,,Rosé,Château Sainte Roseline
US,,90,38,California,Russian River Valley,Sonoma,Syrah,Crux
France,,90,14,Provence,Coteaux Varois en Provence,,Rosé,Domaine la Grand'Vigne
US,Isabel's Cuvée Gibson Ranch,90,26,California,Mendocino,Mendocino/Lake Counties,Rosé,Donkey & Goat
Austria,Bodenschatz,90,16,Niederösterreich,,,Zweigelt,Dürnberg
Austria,Strass,90,17,Kamptal,,,Grüner Veltliner,Eichinger
Austria,,90,13,Burgenland,,,Blaufränkisch,Esterházy
Austria,,90,12,Burgenland,,,Chardonnay,Esterházy
US,,90,30,California,Bennett Valley,Sonoma,Chardonnay,Frostwatch
Italy,,90,16,Northeastern Italy,Collio,,Friulano,Gradis'ciutta
US,Brut Cuvée,90,50,California,Carneros,Napa-Sonoma,Sparkling Blend,Grand Napa
US,Origin 1866,92,45,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Arbor Brook
France,,92,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Malescasse
France,,92,33,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Pontac Monplaisir
France,Gentil de Katz,92,18,Alsace,Alsace,,Alsace white blend,Clément Klur
US,Intuition,92,42,California,Sta. Rita Hills,Central Coast,Pinot Noir,Kessler-Haak
US,Old Soldier Road Tephra Ridge Vineyard,92,40,California,Lake County,Mendocino/Lake Counties,Red Blend,Langtry
Australia,,92,40,South Australia,Padthaway,,Shiraz,Henry's Drive Vignerons
US,Chalice Estate,92,22,Oregon,Oregon,Oregon Other,Pinot Gris,Iris Vineyards
US,,92,40,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Matias Wines
US,Fe Ciega Vineyard,92,55,California,Sta. Rita Hills,Central Coast,Pinot Noir,Longoria
France,Fronholz,92,59,Alsace,Alsace,,Pinot Noir,Domaine Ostertag
France,Les Vieilles Vignes,92,27,Alsace,Alsace,,Sylvaner,Domaine Ostertag
US,Azaya Ranch Vineyard,92,58,California,Marin County,North Coast,Pinot Noir,Dutton-Goldfield
France,Secret de notre Terroir Chard'MMXV,92,28,Alsace,Alsace,,Chardonnay,Domaine Charles Baur
Italy,Vigna del Fiore,92,80,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria dei Barbi
Italy,Indaco,92,50,Tuscany,Toscana,,Red Blend,Tenuta Sette Cieli
Italy,Vigna d'Alfiero,92,45,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Tenuta Valdipiatta
US,,92,50,California,Spring Mountain District,Napa,Syrah,Terra Valentine
Spain,Textures de Pedra,92,30,Catalonia,Cava,,Sparkling Blend,Raventós I Blanc
Italy,,92,28,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Salcheto
US,Made With Organic Grapes Estate,92,38,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
US,Thatcher Bay Vineyard,92,35,California,Livermore Valley,Central Coast,Merlot,Occasio
Spain,Porrera Vi de Vila,92,65,Catalonia,Priorat,,Carignan-Grenache,Vall Llach
US,Anna Maria Late Harvest,92,26,Oregon,Rogue Valley,Southern Oregon,Sauvignon Blanc,Valley View
US,Brigita Clone 777,92,50,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Vidon Vineyard
Italy,,92,34,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Poggio alla Sala
Italy,,92,85,Tuscany,Brunello di Montalcino,,Sangiovese,Poggio Antico
US,Ferrington Vineyard,92,65,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Williams Selyem
Australia,Twins,92,25,South Australia,Barossa,,Shiraz,Maverick
Australia,Gigglepot,92,49,South Australia,McLaren Vale,,Cabernet Sauvignon,Mollydooker
US,Liage,87,25,California,Monterey County,Central Coast,Sauvignon Blanc,Byington
Chile,Sibaris Gran Reserva,87,18,Leyda Valley,,,Sauvignon Blanc,Undurraga
France,Rosé de Bonnet,87,15,Bordeaux,Bordeaux Rosé,,Rosé,Vignobles André Lurton
US,Reserve,87,16,California,Russian River Valley,Sonoma,Chardonnay,River Road
Spain,Crianza,87,15,Northern Spain,Rioja,,Tempranillo,Fernández Gómez
Greece,by Gaia Wild Ferment,87,30,Santorini,,,Assyrtico,Gaia Wines
France,Pink Flamingo,87,16,Languedoc-Roussillon,Sable de Camargue,,Rosé,Domaine Royal de Jarras
France,,87,18,France Other,Ile de Beauté,,Rosé,Domaine Santa Giulietta
Greece,Fermented in Oak Barrel,87,30,Santorini,,,Assyrtiko,Domaine Sigalas
US,Durate-Georgetown Vineyard,87,30,California,Sierra Foothills,Sierra Foothills,Pinot Noir,Easton
US,Vintner's Reserve,87,17,California,Santa Barbara County,Central Coast,Syrah,Kendall-Jackson
France,,87,15,France Other,Arbois,,Chardonnay,Michel Tissot
US,Oak Select,87,25,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Noble Estate
Italy,Al Qasar,87,,Sicily & Sardinia,Sicilia,,White Blend,Cantine Rallo
Italy,Rosso di Gulfa,87,,Sicily & Sardinia,Etna,,Red Blend,Feudo di Gulfa
Italy,,87,,Sicily & Sardinia,Sicilia,,Grillo,Feudo Principi di Butera
Italy,Tenute Sirignano,87,20,Sicily & Sardinia,Terre Siciliane,,Inzolia,Marchesi De Gregorio
US,Gemini,87,30,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,A Blooming Hill Vineyard
France,One,87,13,Alsace,Alsace,,Alsace white blend,Pierre Sparr
France,Herrenreben,87,30,Alsace,Alsace,,Pinot Noir,Henri Schoenheitz
France,,87,19,Alsace,Alsace,,Pinot Noir,Hubert Meyer
US,Bell Mountain Estate,87,27,California,Alexander Valley,Sonoma,Rosé,Medlock Ames
Italy,Nero di Sei,87,,Sicily & Sardinia,Etna,,Red Blend,Palmento Costanzo
France,,87,14,Alsace,Alsace,,Pinot Blanc,Paul Blanck
France,,87,,Bordeaux,Bordeaux Rosé,,Rosé,Château Cantelaudette
US,East Side Vineyards,87,15,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Pedroncelli
US,,87,15,California,Napa Valley,Napa,Sauvignon Blanc,R35
US,Hebron Bloc,87,27,Oregon,Umpqua Valley,Southern Oregon,Grenache,Reustle
US,Winemaker's Reserve,87,39,Oregon,Umpqua Valley,Southern Oregon,Syrah,Reustle
Spain,XA,87,15,Catalonia,Penedès,,Xarel-lo,Albet I Noya
US,CCR Single Vineyard,87,20,California,Carneros,Napa-Sonoma,Chardonnay,Cambridge California
France,,87,40,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Les Trois Couronnes
Romania,Alba Valahica,87,22,Dealu Mare,,,Feteasca,Davino
Spain,Cosecha Limitada,87,48,Northern Spain,Ribera del Duero,,Tempranillo,Hesvera
US,Cuvée Alden Private Reserve,87,50,Idaho,,,Bordeaux-style Red Blend,Koenig Vineyards
Spain,Montaña Old Vines,87,13,Northern Spain,Campo de Borja,,Garnacha,Legado del Moncayo
Spain,Route 33,87,15,Levante,Vino de la Tierra de Castelló,,Red Blend,Les Useres
France,Champ Gibault,87,20,Loire Valley,Coteaux du Giennois,,Sauvignon Blanc,Florian Roblin
US,,87,25,California,Central Coast,Central Coast,Muscat d'Alexandrie,Hearst Ranch
France,Domaine des Emois,87,30,Loire Valley,Sancerre,,Pinot Noir,Joseph Mellot
France,Le Troncsec,87,30,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Joseph Mellot
US,Estate,87,28,California,Russian River Valley,Sonoma,Fumé Blanc,Merriam
Canada,,87,25,British Columbia,Okanagan Valley,,Pinot Noir,Meyer Family Vineyards
Italy,Villa al Cortile,87,45,Tuscany,Brunello di Montalcino,,Sangiovese,Piccini
France,,87,25,Loire Valley,Sancerre,,Rosé,Pierre Morin
France,,87,,Loire Valley,Sancerre,,Sauvignon Blanc,Roger et Didier Raimbault
US,Super,87,25,Washington,Washington,Washington Other,Sauvignon Blanc,Substance
Canada,Oldfield Series 2Bench,87,32,British Columbia,Okanagan Valley,,Bordeaux-style Red Blend,Tinhorn Creek
Canada,,87,23,British Columbia,Okanagan Valley,,Cabernet Franc,Tinhorn Creek
Italy,,87,48,Tuscany,Brunello di Montalcino,,Sangiovese,Verbena
Spain,Único,87,12,Levante,Utiel-Requena,,Bobal,Vicente Gandia
US,Barrel Fermented,87,15,New York,Finger Lakes,Finger Lakes,Chardonnay,Wagner
Spain,,87,25,Galicia,Rías Baixas,,Albariño,Zarate
Italy,Riserva,87,30,Tuscany,Chianti Classico,,Red Blend,Mangiacane
Italy,,87,19,Tuscany,Chianti Classico,,Red Blend,Casa Sola
Spain,Tendencia,87,16,Northern Spain,Rioja,,Tempranillo,Cueto
Slovenia,Damski,87,24,Goriska Brda,,,Rosé,Erzetič
Italy,,87,19,Tuscany,Chianti Classico,,Red Blend,Fattoria di Valiano
Italy,,87,50,Tuscany,Brunello di Montalcino,,Sangiovese,Agostina Pieri
US,1866 Reserve,87,32,New York,Finger Lakes,Finger Lakes,Riesling,Bellangelo
Italy,,87,29,Piedmont,Barbaresco,,Nebbiolo,Giribaldi
Germany,Bechtheimer Spätlese,87,13,Rheinhessen,,,Gewürztraminer,G&M; Machmer
Portugal,Colecção Privada,87,,Península de Setúbal,,,Verdelho,José Maria da Fonseca
US,El Coro,87,52,California,Sonoma Coast,Sonoma,Pinot Noir,Keller Estate
US,,87,30,California,Santa Ynez Valley,Central Coast,Sangiovese,Koehler
Italy,,87,28,Piedmont,Dogliani Superiore,,Dolcetto,La Fusina
Spain,Pagos de Tahola Reserva,87,25,Northern Spain,Rioja,,Tempranillo,Larchago
US,,87,17,Oregon,Oregon,Oregon Other,Pinot Noir,Larkspur
US,,87,20,California,Monterey County,Central Coast,Pinot Noir,Liberated
France,Côte Chalonnaise,87,23,Burgundy,Bourgogne,,Chardonnay,Louis Max
US,,87,30,California,Oak Knoll District,Napa,Viognier,Materra Cunat Family Vineyards
Germany,Mülheimer Sonnenlay Kabinett Feinherb,87,20,Mosel,,,Riesling,Max Ferd. Richter
US,,87,32,California,Russian River Valley,Sonoma,Chardonnay,Migration
US,,87,30,California,Mendocino,Mendocino/Lake Counties,Cabernet Sauvignon,Moniker
US,Ribbon Ridge,87,38,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Omero
US,Fir Crest Vineyard,87,45,Oregon,Willamette Valley,,Pinot Noir,Panther Creek
Germany,,87,16,Mosel,,,Riesling,Peter Nicolay
Portugal,Pomares,87,15,Douro,,,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
US,Barrel Select,87,25,Oregon,Umpqua Valley,Southern Oregon,Tempranillo,Sweet Cheeks
Israel,Mt. Tabor,87,15,Galilee,,,Chardonnay,Tabor
Italy,La Fenice,87,48,Piedmont,Barbaresco,,Nebbiolo,Tenimenti Famiglia Cavallero
Portugal,,87,15,Tejo,,,Portuguese Red,Terra Silvestre
US,Cuvee Los Gatos,87,27,California,Monterey County,Central Coast,Pinot Noir,Testarossa
France,Tradition,87,17,Southwest France,Cahors,,Malbec-Merlot,Château de Gaudou
Australia,,87,40,Western Australia,Pemberton,,Pinot Noir,Picardy
Spain,PdM Moncayo,87,12,Northern Spain,Campo de Borja,,Garnacha-Syrah,Pagos del Moncayo
Argentina,Altosur,87,12,Mendoza Province,Tupungato,,Malbec,Finca Sophenia
Argentina,,87,22,Mendoza Province,Mendoza,,Cabernet Sauvignon,Luigi Bosca
Italy,Otto,87,14,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina Liuzzi
Italy,,87,16,Piedmont,Barbera d'Asti,,Barbera,Castello del Poggio
US,,84,38,Arizona,Cochise County,,Symphony,Pillsbury
US,Brut,84,30,Virginia,Monticello,,Sparkling Blend,Thibaut-Janisson
US,Philosophy,84,36,Virginia,Virginia,,Red Blend,Greenhill
France,Le Roi des Pierres,84,28,Loire Valley,Sancerre,,Rosé,Jean Maréchal
France,Les Roches,84,,Loire Valley,Touraine,,Sauvignon Blanc,Les Vignerons des Coteaux Romanais
France,Les Blanches,84,,Loire Valley,Val de Loire,,Chenin Blanc-Chardonnay,Musset-Roullier
France,Les Pouches,84,,Loire Valley,Saumur,,Chenin Blanc,Cave de Saumur
France,Cuvée Exception,84,25,Loire Valley,Menetou-Salon,,Pinot Noir,Chavet Fils
US,Haystack Peak Vineyards Reserve,84,42,California,Atlas Peak,Napa,Cabernet Sauvignon,City Winery of New York
Portugal,Pátria,84,8,Alentejo,,,Portuguese Red,Cooperativa Reguengos de Monsaraz
Argentina,Made With Organically Grown Grapes,84,12,Mendoza Province,Tupungato,,Cabernet Sauvignon,Domaine Jean Bousquet
Argentina,Made With Organically Grown Grapes,84,12,Mendoza Province,Tupungato,,Malbec,Domaine Jean Bousquet
US,,84,20,Virginia,Virginia,,Syrah,Rosemont
Argentina,,84,17,Other,Alto Valle del Río Negro,,Chardonnay,Verum
Argentina,,84,13,Mendoza Province,Mendoza,,Chardonnay,Alamos
US,Estate Bottled,84,18,Virginia,Shenandoah Valley,,Norton,Veramar
Argentina,Celador,84,22,Mendoza Province,Mendoza,,Malbec,Cielo y Tierra
Argentina,Tolentino Winemaker's Selection,84,15,Mendoza Province,Mendoza,,Malbec,Bodega Cuarto Dominio
France,,84,,Loire Valley,Val de Loire,,Chardonnay,Le Frères Couillaud
Portugal,,84,22,Douro,,,Portuguese White,Quinta do Judeu
US,,84,33,California,Napa Valley,Napa,Cabernet Sauvignon,Billhook
France,Réserve des Vignerons,84,,Loire Valley,Saumur,,Chenin Blanc,Cave de Saumur
France,Jovly,84,17,Loire Valley,Vouvray,,Chenin Blanc,Caves du Val de France
France,Le Duo,84,15,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château des Tourtes
France,,84,20,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Fayau
France,,84,11,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Haut-Gelineau
US,Private Reserve,84,75,California,Sta. Rita Hills,Central Coast,Pinot Noir,Coomber Family Ranch
US,,83,20,Colorado,Colorado,,Rosé,Sutcliffe
France,La Javeline,83,,Loire Valley,Vouvray,,Chenin Blanc,Cave des Producteurs de Vouvray
Argentina,,83,11,Mendoza Province,Mendoza,,Chardonnay,Septima
France,La Carte,87,20,Burgundy,Mâcon-Lugny,,Chardonnay,Cave de Lugny
France,,87,,Burgundy,Montagny,,Chardonnay,Chartron et Trébuchet
France,,87,17,Bordeaux,Graves,,Bordeaux-style White Blend,Château Ducasse
France,,87,65,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Haut Boutisse
France,,87,12,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château les Reuilles
US,Texas Ranch Vineyard Reserve Rows,87,65,California,Paso Robles,Central Coast,Petit Verdot,Cinnabar
France,,87,25,Beaujolais,Fleurie,,Gamay,Domaine de Leyre-Loup
France,,87,,Burgundy,Coteaux Bourguignons,,Gamay,Domaine Dominique Piron
US,Nicholas Estate Dry,87,22,Oregon,Chehalem Mountains,Willamette Valley,Riesling,Anam Cara
US,,87,15,California,Russian River Valley,Sonoma,Sauvignon Blanc,Angeline
Italy,Colli Scaligeri,87,22,Veneto,Soave Colli Scaligeri,,Garganega,Sandro de Bruno
US,,87,38,California,Russian River Valley,Sonoma,Pinot Noir,Sanglier Cellars
Italy,San Vigilio,87,,Lombardy,Lugana,,Turbiana,Selva Capuzza
Italy,Acciderba,87,42,Tuscany,Bolgheri,,Red Blend,Serni Fulvio Luigi
Italy,,87,15,Northeastern Italy,Vigneti delle Dolomiti,,Pinot Grigio,Tiefenbrunner
US,,87,23,California,Central Coast,Central Coast,White Blend,Treana
US,,87,30,California,Russian River Valley,Sonoma,Pinot Noir,Windsor Oaks
Portugal,Portal da Aguia Tinto,87,11,Tejo,,,Portuguese Red,Quinta da Alorna
Italy,Memento,87,39,Tuscany,Toscana,,Red Blend,Olivi
Italy,,87,18,Northeastern Italy,Alto Adige,,Pinot Grigio,Elena Walch
Italy,Danieli,87,17,Veneto,Soave,,Garganega,Fattori
US,,87,24,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Grochau
Italy,,87,18,Northeastern Italy,Alto Adige,,Pinot Bianco,Kössler
Italy,Carniga,87,18,Veneto,Soave Classico,,White Blend,Cantina del Castello
Italy,Aristos,87,18,Northeastern Italy,Alto Adige Valle Isarco,,Sylvaner,Cantina Valle Isarco
Portugal,Quinta das Setencostas,87,8,Alenquer,,,Portuguese Red,Casa Santos Lima
Italy,15,87,18,Northeastern Italy,Alto Adige,,Pinot Grigio,Castelfeder
France,Cuvée Prestige,87,12,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Belvue
France,,87,16,Burgundy,Bourgogne,,Chardonnay,Château de Pizay
France,,87,35,Southwest France,Bergerac,,Bordeaux-style Red Blend,Château le Castellot
US,Hadley's Cuvée Estate,88,35,California,Central Coast,Central Coast,White Blend,Clos La Chance
